"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"U4HT523A","journalArticle","2023","Domitilla Magni; Giovanna Del Gaudio; Armando Papa; Valentina Della Corte","Digital Humanism and Artificial Intelligence: The Role of Emotions Beyond the Human–machine Interaction in Society 5.0","Journal of Management History","","1751-1348","10.1108/jmh-12-2022-0084","","Purpose By considering the challenges of Industry 5.0, the purpose of this study is to analyze the role of heuristic factors in the technical qualities and emotions of Millennials and Generation Z (Gen Z) to assess their acceptance of the use of artificial intelligence (AI) devices such as robots. For this purpose, this paper uses the innovative AI device use acceptance (AIDUA) framework. This research evaluates the implications of human–machine interactions for the usage of robots and AI in daily life. Design/methodology/approach The proposed AIDUA model is tested using data collected from Millennials and Gen Z. First, a principal components analysis technique is used to validate each measure. Second, a multiple regression analysis using IBM SPSS 26.0 is conducted. Findings The results of this study suggest that human–machine interaction is a part of a complex process in which there are different elements determining individuals’ acceptance of the use of AI devices during daily life. This paper outlines both the theoretical and practical implications. This study enriches the AIDUA model by connoting it with features and emotions belonging to the younger generation. Additionally, this research offers technology companies suggestions for addressing future efforts on technical performance and on the alignments of the expectations of young people in Society 5.0. Originality/value First, the originality of this paper lies in highlighting the binary role of emotions in triggering the use of AI devices and robots. Second, the focus on Millennials and Gen Z offers a new lens for the interpretation of longitudinal phenomena in the adoption of AI. Finally, the findings of this paper contribute to the development of a new perspective regarding a “heartly collaborative” approach in Society 5.0.","2023","2025-07-05 00:16:02","2025-07-06 19:59:45","","","","","","","Journal of Management History","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K4TMBJE4","journalArticle","2021","Feng Jiang; Ling Ma; Tim Broyd; Ke Chen","Digital Twin and Its Implementations in the Civil Engineering Sector","Automation in Construction","","0926-5805","10.1016/j.autcon.2021.103838","","","2021","2025-07-05 00:16:03","2025-07-06 19:58:58","","","","","","","Automation in Construction","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9UFACXI","journalArticle","2021","Catia Prandi; Barbara Rita Barricelli; Silvia Mirri; Daniela Fogli","Accessible Wayfinding and Navigation: A Systematic Mapping Study","Universal Access in the Information Society","","1615-5289","10.1007/s10209-021-00843-x","","AbstractUrban environments, university campuses, and public and private buildings often present architectural barriers that prevent people with disabilities and special needs to move freely and independently. This paper presents a systematic mapping study of the scientific literature proposing devices, and software applications aimed at fostering accessible wayfinding and navigation in indoor and outdoor environments. We selected 111 out of 806 papers published in the period 2009–2020, and we analyzed them according to different dimensions: at first, we surveyed which solutions have been proposed to address the considered problem; then, we analyzed the selected papers according to five dimensions: context of use, target users, hardware/software technologies, type of data sources, and user role in system design and evaluation. Our findings highlight trends and gaps related to these dimensions. The paper finally presents a reflection on challenges and open issues that must be taken into consideration for the design of future accessible places and of related technologies and applications aimed at facilitating wayfinding and navigation.","2021","2025-07-05 00:16:03","2025-07-05 01:34:15","","","","","","","Universal Access in the Information Society","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7D2FEMAN","journalArticle","2021","Carlos Moreno; Zaheer Allam; Didier Chabaud; Catherine Gall; Florent Pratlong","Introducing the “15-Minute City”: Sustainability, Resilience and Place Identity in Future Post-Pandemic Cities","Smart Cities","","2624-6511","10.3390/smartcities4010006","","The socio-economic impacts on cities during the COVID-19 pandemic have been brutal, leading to increasing inequalities and record numbers of unemployment around the world. While cities endure lockdowns in order to ensure decent levels of health, the challenges linked to the unfolding of the pandemic have led to the need for a radical re-think of the city, leading to the re-emergence of a concept, initially proposed in 2016 by Carlos Moreno: the “15-Minute City”. The concept, offering a novel perspective of “chrono-urbanism”, adds to existing thematic of Smart Cities and the rhetoric of building more humane urban fabrics, outlined by Christopher Alexander, and that of building safer, more resilient, sustainable and inclusive cities, as depicted in the Sustainable Development Goal 11 of the United Nations. With the concept gaining ground in popular media and its subsequent adoption at policy level in a number of cities of varying scale and geographies, the present paper sets forth to introduce the concept, its origins, intent and future directions.","2021","2025-07-05 00:16:03","2025-07-06 19:46:23","","","","","","","Smart Cities","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6XN8BDJ7","journalArticle","2021","Andrea Ciacci; Enrico Ivaldi; Reyes González Relaño","A Partially Non-Compensatory Method to Measure the Smart and Sustainable Level of Italian Municipalities","Sustainability","","2071-1050","10.3390/su13010435","","A smart sustainable city (SSC) is a paradigm that encapsulates the latest lines of development in multiple fields of research. The attempt to converge towards a model of sustainable urban life, made difficult by increasing anthropic pressure and polluting activities conducted by man, is also reflected in the intentions of public institutions to take measures of environmental risk mitigation. The change towards more liveable cities must also include the adoption of more far-reaching measures in various sectors. The objective of our work was to provide an analysis in order to assess which of the Italian provincial municipalities were most closely related to the paradigm of SSCs. This aim was pursued through a comparison based on the results of a partially non-compensatory quantitative method, known as the Pena’s Distance method (DP2). The smartest and most sustainable cities, such as Siena, Milan and Padua, were not identified on the basis of common urban characteristics but rather derived from the combination of distinctive and functional elements in the pursuit of a strategic approach aimed at fully exploiting the resources of each area. Moreover, at a macro-geographical level, from the analysis emerged the presence of contiguous clusters, i.e., areas in which a major concentration of smart sustainable municipalities tended to form.","2021","2025-07-05 00:16:03","2025-07-05 01:28:22","","","","","","","Sustainability","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B84QC22D","journalArticle","2022","Valerija Drozdova; Micaela Ţaulean","Academic and Intercultural Competences of International Students in Higher Education","Acta Prosperitatis","","1691-6077","10.37804/1691-6077-2022-13-24-45","","International education is crucial in Europe; almost all higher educational institutions (HEIs) have international students studying part or full time in English. However, students are often not prepared for the academic process and are not always interculturally competentto study in the international environment. Authors of the present research suppose that apart from communicative language competence, that is vital for the success of studies, learners are expected to possess knowledge and skills on how to study and how to cooperate with students with other cultural backgrounds. The study aims at investigating what academic requirements students as HEI applicants should be prepared for before entrance to the university and what competences, as a result, are required of them for a successful process of studies. Theoretical findings on academic and intercultural competences are presented and the framework of these competences describing skills, abilities and knowledge is compiled. The empirical research includes a case study in Latvia and examples of intercultural competence in the academic environment in Moldova. Insightsfrom theory and the framework may lay background for future research and may benefit different stakeholders of the HEI	−	international department, students and the academic personnel.","2022","2025-07-05 00:16:03","2025-07-05 01:34:04","","","","","","","Acta Prosperitatis","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QEJRBIM3","journalArticle","2022","René Hellmuth","Update Approaches and Methods for Digital Building Models – Literature Review","Journal of Information Technology in Construction","","1874-4753","10.36680/j.itcon.2022.010","","A combination of systematic and bibliometric literature review is applied. For bibliometric analysis a citation network analysis, keyword cluster analysis, burst detection analysis and the total citation score are evaluated. So far, literature mainly deals with creation of digital building models. However, in the operational phase of a building, updating digital building models is essential in order to use the digital building models for applications like maintenance, facility management and conversion planning. In this paper approaches and methods to update digital building data are examined systematically to reflect the current state of scientific knowledge. This will identify and compare update approaches for digital building models. Nine interrelated research areas can be identified that deal with updating digital building information. Based on the body of knowledge on the topic ""Updating of digital building models"", research gaps and poorly represented research areas are identified. One gap in research is the use of photogrammetry to update individual buildings during their operational phase. In addition to strong research areas such as geoscience, which has produced update approaches over the years, areas like factory planning have been identified which hardly consider approaches to updating as-built data. Only the most important and largest research areas involved have been considered. A more detailed examination would be possible, but would go beyond the scope of this paper. This paper is the first to analyse updating approaches in a detailed, systematic, and bibliographic manner. The holistic view of the topic of updating approaches of digital building models helps to get an overview of existing approaches. Especially because in building operation up-to-date digital plan documents of the building are increasingly needed, this overview is necessary.","2022","2025-07-05 00:16:03","2025-07-05 19:16:19","","","","","","","Journal of Information Technology in Construction","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FGSNMGUX","journalArticle","2022","Dania K. Abideen; Akilu Yunusa‐Kaltungo; Patrick Manu; Clara Cheung","A Systematic Review of the Extent to Which BIM Is Integrated Into Operation and Maintenance","Sustainability","","2071-1050","10.3390/su14148692","","Although a considerable amount of research has addressed the use of building information modelling (BIM) in facilities management (FM) within the past years, there is limited systematic review on investigating the potentials of BIM within the operation and maintenance (O&amp;M) life cycle phase. Yet, this phase could account for approximately 60% of the total life cycle costs of assets. The purpose of this paper is to conduct a systematic literature review on the application of BIM in the O&amp;M phase to identify current research trends, research gaps and future directions. This study achieves the aforementioned purpose by adopting the preferred reporting items for systematic review and meta-analysis protocols (PRISMA-P). It employs qualitative and quantitative techniques to analyse the articles from a combination of three multi-disciplinary research databases, namely—Scopus, Web of Science and Engineering Village, which also comprises Compendex, InSpec, GeoRef and GeoBase sub-databases. After an in-depth review of 196 selected journal articles, this study systemically presents: (1) bibliometric analyses of the literature in BIM and O&amp;M; (2) research patterns and trends; (3) drivers and barriers to BIM–O&amp;M integration; and (4) research gaps mapped into a standard project management lifecycle to guide future research directions. The content analysis reveals that BIM has mainly been integrated under seven functions: information management (IM), advanced technology (AT), maintenance and asset management (MAM), indoor management (IM), performance assessment (PA), visualisation (V), and lean management (LM). Findings of the study reveal that the UK, USA and China are the top ranked countries with regards to research outputs on BIM–O&amp;M integrations. The majority of BIM integrations within O&amp;M falls under the information management function, whereas the least research output was recorded under lean management. In addition, the majority of studies focused on institutional and infrastructure facility types, but residential, industrial and commercial buildings were underrepresented, despite their disproportionate physical dominance within most societies. Findings also show that potential drivers and barriers for BIM integrations within O&amp;M can be classified into three main categories—technical, organisational, and legal/contractual. It is then concluded that the application of BIM within O&amp;M is still emerging, which further emphasises the need for more studies that address value realization in the context of BIM in O&amp;M, with particular focus on the specific O&amp;M principles for different building types.","2022","2025-07-05 00:16:03","2025-07-05 01:33:10","","","","","","","Sustainability","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P2J7PFBX","journalArticle","2023","Euijune Kim; Young-Hyun Kwon","Analyzing Indirect Economic Impacts of Wildfire Damages on Regional Economies","Risk Analysis","","0272-4332","10.1111/risa.14106","","AbstractThis article estimates the economic impacts of wildfire damage on Korea's regional economies, developing an integrated disaster‐economic system for Korea. The system is composed of four modules: an interregional computable general equilibrium (ICGE) model for the eastern mountain area (EMA) and the rest of Korea, a Bayesian wildfire model, a transportation demand model, and a tourist expenditure model. The model has a hierarchical structure, with the ICGE model serving as a core module to link to three other modules. In the impact analysis of a wildfire, three external shocks are injected into the ICGE model: (1) the wildfire damaged area derived from the Bayesian wildfire model, (2) changes in travel times among cities and counties derived from the transportation demand model, and (3) variations in visitors’ expenditures derived from the tourist expenditure model. The simulation shows that the gross regional product (GRP) of the EMA would decrease by 0.25% to 0.55% without climate change and by 0.51%–1.23% with climate change. This article contributes to the development of quantitative linkages between macro and micro spatial models in a bottom‐up system for the impact analysis of disasters, integrating a regional economic model with a place‐based disaster model and the demands of tourism and transportation.","2023","2025-07-05 00:16:03","2025-07-05 18:59:55","","","","","","","Risk Analysis","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DJ8ZD78M","journalArticle","2023","Gheorghe-Gavrilă Hognogi; Mónika Meltzer; Filip Alexandrescu; Lucrina Ştefănescu","The Role of Citizen Science Mobile Apps in Facilitating a Contemporary Digital Agora","Humanities and Social Sciences Communications","","2662-9992","10.1057/s41599-023-02358-7","","AbstractThe advancements in digital technologies, especially for mobile apps, enabled simplified data collection methods. Consequently, through Citizen Science, numerous opportunities arose for citizens to become contributors and not just beneficiaries of scientific research. Furthermore, through such engagement, citizens can participate in decision-making processes at different spatial scales, getting closer to the civic aspiration of a digital agora. This paper offers a systematic review of 303 studies on such initiatives to outline the potential of mobile apps in Citizen Science. Based distinctly on their specificities and the needs they address, three content categories were highlighted: a) monitoring tools, b) validation of techniques and methods to improve mobile technologies for Citizen Science, and c) participatory approaches of citizens employing mobile apps. The review also showed a susceptibility of several domains of activity towards Citizen Science, such as monitoring biodiversity and reconnecting people with nature, environmental risk monitoring or improving well-being. The findings highlight future research potential in addressing topics such as new technologies to increase Citizen Science performance and its contributions to Open Science, as well as diversification and enhancement of citizen scientists’ contributions.","2023","2025-07-05 00:16:03","2025-07-05 19:21:55","","","","","","","Humanities and Social Sciences Communications","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TZHYULIG","journalArticle","2023","Faten Hamad; Maha Al-Fadel; Ahmed Shehata","The Level of Digital Competencies for the Provision of Smart Information Service at Academic Libraries in Jordan","Global Knowledge Memory and Communication","","2514-9342","10.1108/gkmc-06-2022-0131","","Purpose Technological advancement has forced academic libraries to change their traditional services and routines by adopting emerging technologies to respond to the changing information needs of their users who are now more technologically inclined and prefer to access information remotely and in a timely manner. Smart technologies are the recent trends in academic libraries. This research aims to investigate the level of smart information service implementation at academic libraries in Jordan. It also aimed to investigate the correlation between the level of smart information services offered by the libraries and the level of digital competencies among the library staff. Design/methodology/approach This research is designed using survey design to collect comprehensive information from the study participants. A questionnaire was disseminated to 340 respondents, and 246 questionnaires were returned and were suitable for analysis with a response rate of 72.4%. Findings The results indicated a moderate level of smart information service offered by academic libraries, as well as a moderate level of digital skills associated with the advocacy of smart information services. The results also indicated a strong and positive relationship between the level of smart information services at the investigated libraries and the level of digital competencies among the librarians. Practical implications The findings will help other academic libraries understand how to respond to the emergent change in users’ information-seeking behavior by understanding their available human resources competencies and the requirement to undergo this emergent change. Originality/value This paper provides insights and practical solutions for academic libraries in response to global information trends based on users’ behaviors. This research was conducted in Jordan as one of the developing countries and hence it provides insights of the situation there. It will help academic libraries in Jordan and the region to handle and cope with the challenges associated with technology acceptance based on its staff level of digital competencies. The contribution of this research that it was done in a developing country where progress in the filed can be considered slow because of many factors, mainly economics, where institutions focus on essential library objectives, which are information resources development and databases subscriptions.","2023","2025-07-05 00:16:03","2025-07-05 19:23:05","","","","","","","Global Knowledge Memory and Communication","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQ3BGZGV","journalArticle","2024","Marilena Gemtou; Konstantina Kakkavou; Evangelos Anastasiou; Spyros Fountas; Søren Marcus Pedersen; Gohar Isakhanyan; Kassa Tarekegn; Serafín Pazos-Vidal","Farmers’ Transition to Climate-Smart Agriculture: A Systematic Review of the Decision-Making Factors Affecting Adoption","Sustainability","","2071-1050","10.3390/su16072828","","Agriculture is currently facing major challenges related to ensuring the food security of a rising population and climate change with extreme weather patterns. At the same time, agriculture is a cause of environmental degradation, pollution and biodiversity loss. Climate-smart agriculture (CSA) is proposed as an approach that provides a roadmap to sustainable agricultural development. Despite this, farmer adoption rates of CSA practices and technologies in Europe remain low. This paper seeks to systematically review and synthesize the factors that facilitate or hinder farmers’ uptake of CSA in Europe. Out of the 2827 articles identified in the Web of Science and Scopus databases, a total of 137 research articles were included for analysis following the PRISMA methodology. The factors are categorized into seven categories, namely socio-demographics, psychological, farm characteristics, practice/technology-related attributes, biotic/abiotic, systemic and policy factors, with the majority of the studies focusing on the first four categories, while systemic and policy factors are relatively understudied. The results highlight for the first time that the adoption of CSA does not depend solely on farmer characteristics but also on the food systems and structures in which farmers operate, as well as the interactions with other value chain actors. To promote the adoption of CSA practices, extension and advisory services along with access to timely and reliable information, play a vital role in increasing awareness and in the provision of training and the encouragement of farmers’ behavioral shifts towards sustainable practices. From a technological point of view, adapting technologies to be easy to use, compatible with current farming objectives and cost-efficient will render them less risky investments for farmers and will foster adoption rates. Finally, support from the government in terms of financial support, subsidies and reduced bureaucratic procedures is crucial for motivating CSA adoption.","2024","2025-07-05 00:16:03","2025-07-06 19:54:36","","","","","","","Sustainability","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VWVTDKRB","journalArticle","2023","Maurizio Murroni; Matteo Anedda; Mauro Fadda; Pietro Ruiu; Vlad Popescu; Corneliu Zaharia; Daniele Giusto","6G—Enabling the New Smart City: A Survey","Sensors","","1424-8220","10.3390/s23177528","","Smart cities and 6G are technological areas that have the potential to transform the way we live and work in the years to come. Until this transformation comes into place, there is the need, underlined by research and market studies, for a critical reassessment of the entire wireless communication sector for smart cities, which should include the IoT infrastructure, economic factors that could improve their adoption rate, and strategies that enable smart city operations. Therefore, from a technical point of view, a series of stringent issues, such as interoperability, data privacy, security, the digital divide, and implementation issues have to be addressed. Notably, to concentrate the scrutiny on smart cities and the forthcoming influence of 6G, the groundwork laid by the current 5G, with its multifaceted role and inherent limitations within the domain of smart cities, is embraced as a foundational standpoint. This examination culminates in a panoramic exposition, extending beyond the mere delineation of the 6G standard toward the unveiling of the extensive gamut of potential applications that this emergent standard promises to introduce to the smart cities arena. This paper provides an update on the SC ecosystem around the novel paradigm of 6G, aggregating a series of enabling technologies accompanied by the descriptions of their roles and specific employment schemes.","2023","2025-07-05 00:16:03","2025-07-05 01:18:26","","","","","","","Sensors","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z4PP6LH6","journalArticle","2023","Abderahman Rejeb; Karim Rejeb; Horst Treiblmaier","Mapping Metaverse Research: Identifying Future Research Areas Based on Bibliometric and Topic Modeling Techniques","Information","","2078-2489","10.3390/info14070356","","The metaverse represents an immersive digital environment that has garnered significant attention as a result of its potential to revolutionize various industry sectors and its profound societal impact. While academic interest in the metaverse has surged, a dearth of comprehensive review articles employing bibliometric techniques remains. This study seeks to address this gap by analyzing 595 metaverse-related journal articles using bibliometric and topic modeling techniques, marking the first of its kind to investigate the bibliometric profile of metaverse research. The findings reveal exponential growth in metaverse research since 2020, identifying major trends, prolific authors, and the most active journals in the field. A keyword co-occurrence analysis further uncovers four significant clusters of metaverse-related interests, highlighting its unique facets and underscoring its far-reaching implications across various sectors, including education, healthcare, retail, and tourism. This study emphasizes the need for more research and collaboration in advancing the metaverse field and presents 27 research questions for future investigation. This comprehensive analysis serves as a foundation for understanding the current state of metaverse research and its potential trajectory.","2023","2025-07-05 00:16:03","2025-07-06 19:44:36","","","","","","","Information","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6LGCXU8S","journalArticle","2021","Nazir Ullah; Waleed Mugahed Al-Rahmi; Ali Alkhalifah","Predictors for Distributed Ledger Technology Adoption: Integrating Three Traditional Adoption Theories for Manufacturing and Service Operations","Production &Amp; Manufacturing Research","","2169-3277","10.1080/21693277.2021.1976963","","It is expected that blockchain technology will bring a disruptive paradigm shift in the manner in which transactions are conducted in the manufacturing and service enterprises. By eliminating the drawbacks of trust-related issues in a business chain, the distributed database of blockchain can bring transparency with pseudonymity and irreversibility of records. In this paper, we advance the limited literature on DLT and its adoption in the manufacturing and service enterprises. The proposed model is based on the integration of three traditional adoption theories namely Technology Acceptance Model (TAM), Technology Readiness Index (TRI) and Theory of Planned Behavior (TPB). Based on a survey of 211 experts of Pakistan, the proposed model was tested using structural equation modelling. The study result confirms that Theory of Planned Behavior and TAM play a key role in the disruptive technology implementation. It is one of the early studies on blockchain technology adoption in the manufacturing and service enterprises and the study results indicate that more manufacturing and service industries are transforming to intelligent operations. Smart manufacturing system through blockchain applications has become the focus of attention of businesses.","2021","2025-07-05 00:16:03","2025-07-05 19:37:58","","","","","","","Production &Amp; Manufacturing Research","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J3ITFKZ7","journalArticle","2023","Sujood Sujood; Ruksar Ali; Saba Irfan; Sheeba Hamid","Emerging Themes in Food Tourism: A systematic Literature Review and Research Agenda","British Food Journal","","0007-070X","10.1108/bfj-11-2022-0939","","PurposeThe aim of this paper is to review and categorise the body of existing research in order to better understand the state of food tourism. The primary objective of this study is to identify emerging themes in the area of food tourism and to highlight the relationships among them.Design/methodology/approachThis research consists of a systematic literature review of academic articles from the Scopus and Web of Science databases.FindingsTen themes of Food Tourism emerged from the analysis, i.e. Food Tourism and Local Food, Food Tourism and Sustainability, Food Tourism and Economy, Food Tourism and Food waste management, Food Tourism and Culture, Food Tourism and Environment, Food Tourism and Information Technology, Food Tourism and COVID-19, Food Tourism and Post pandemic consumer trust and Food Tourism and Tourism and Hospitality sector.Research limitations/implicationsThis study elaborates on the theoretical pieces of evidence on the connection between food and tourism. Not only limited to food tourism, but this paper also contributes to the literature in the area of economy, sustainability, post-COVID-19, food waste management, environment and technological innovations in food tourism.Originality/valueThis study contributes to a deeper understanding of the topic at hand. The study begins by systematically examining the topic to offer a thorough and in-depth analysis of food tourism. There is not a single study which has covered these many themes of food tourism, which makes it an important contribution to the literature.","2023","2025-07-05 00:16:03","2025-07-06 19:57:32","","","","","","","British Food Journal","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WFPG2JYD","journalArticle","2024","Maria Shoina; Irene Voukkali; Apostolos Anagnostopoulos; Iliana Papamichael; Marinos Stylianou; Antonis A. Zorpas","The 15-Minute City Concept: The Case Study Within a Neighbourhood of Thessaloniki","Waste Management &Amp; Research the Journal for a Sustainable Circular Economy","","0734-242X","10.1177/0734242x241259926","","Cities, crucial cultural hubs, mould individual and group identities. The global urban expansion, with over half the population in urban areas, presents interconnected challenges such as pollution, poverty, inequality, ageing infrastructure, resource overconsumption, land use changes, biodiversity impact and climate change. Addressing these demands ambitious actions targeting political, social and economic systems for transformative change. The theoretical framework guiding city transformation centres on an interdisciplinary approach influenced by the Smart and Green Transition. The ‘15-minute city’ concept, emphasizing human scale and urban experience, proposes that cities enable residents to meet daily needs within a short walk or bike ride. The aim of this study was the exploration of its implementation in Greek cities, particularly Thessaloniki, which reveals inherent characteristics supporting the 15-minute concept. Through an interdisciplinary approach rooted in the Smart and Green Transition framework, the research provides concrete guidance for policymakers in tailoring urban planning strategies, allocating resources effectively and crafting policies conducive to successful and sustainable urban transformations. Moreover, prioritizing public engagement highlights the significance of community involvement in shaping urban development plans, ensuring that proposed initiatives align with residents’ needs and desires. In essence, this research contributes tangible insights and actionable recommendations for Greek cities, paving the way for more liveable, resilient and sustainable urban environments.","2024","2025-07-05 00:16:03","2025-07-05 19:27:28","","","","","","","Waste Management &Amp; Research the Journal for a Sustainable Circular Economy","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PK8A52J7","journalArticle","2022","Francesco Alessio Dicandia; Nelson J. G. Fonseca; Manlio Bacco; S. Mugnaini; Simone Genovesi","Space-Air-Ground Integrated 6G Wireless Communication Networks: A Review of Antenna Technologies and Application Scenarios","Sensors","","1424-8220","10.3390/s22093136","","A review of technological solutions and advances in the framework of a Vertical Heterogeneous Network (VHetNet) integrating satellite, airborne and terrestrial networks is presented. The disruptive features and challenges offered by a fruitful cooperation among these segments within a ubiquitous and seamless wireless connectivity are described. The available technologies and the key research directions for achieving global wireless coverage by considering all these layers are thoroughly discussed. Emphasis is placed on the available antenna systems in satellite, airborne and ground layers by highlighting strengths and weakness and by providing some interesting trends in research. A summary of the most suitable applicative scenarios for future 6G wireless communications are finally illustrated.","2022","2025-07-05 00:16:03","2025-07-05 19:30:29","","","","","","","Sensors","","","","","","","","","","","","","","","","","","","SEM APLICACAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DLQWDK8D","journalArticle","2022","José Martins; Catarina Gonçalves; Jani Silva; Ramiro Gonçalves; Frederico Branco","Digital Ecosystem Model for GIAHS: The Barroso Agro-Sylvo-Pastoral System","Sustainability","","2071-1050","10.3390/su141610349","","Globally Important Agricultural Heritage Systems (GIAHS) territories are highly relevant to achieving sustainable lifestyles with human subsistence in balance with the ecosystem. The Barroso agro-sylvo-pastoral system is a clear example of this alignment between existing society, nature and natural resources, the environment, landscapes, and contextual heritage. Moreover, the sustainable use of existing natural resources, excellent environmental conditions, and breath-taking untouched landscapes represent a truly relevant factor towards the development of a region economy that is still greatly influenced by an engraved cultural, patrimonial, and agricultural heritage. Given the GIAHS classification attributed to that territory, the need arises to guarantee the existing environmental conditions. This context will allow the maintenance of the GIAHS classification, ensuring the quality of life in the region and stimulating its socio-economic development and overall sustainability. The present article describes a proposal for a digital ecosystem model aimed at the Barroso GIAHS, composed of four main functional hubs that actively interact with each other: smart environment, smart government, smart economy, and smart people. Based on wireless sensor networks, IoT, artificial intelligence, data analytics, and other technological solutions, this solution will allow real-time control of the territory’s environmental conditions and develop more efficient and well-supported management and governance.","2022","2025-07-05 00:16:03","2025-07-06 19:59:48","","","","","","","Sustainability","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YGGTCCHL","journalArticle","2022","Esmat Zaidan; Ali Ghofrani; Ammar Abulibdeh; Mohsen A. Jafari","Accelerating the Change to Smart Societies- A Strategic Knowledge-Based Framework for Smart Energy Transition of Urban Communities","Frontiers in Energy Research","","2296-598X","10.3389/fenrg.2022.852092","","Urban communities differ in their social, economic, and environmental characteristics, as well as in the approach to energy use. Dynamic energy use and available on-site resources allow interaction with the surroundings and contribute to the key performance indicators of smart cities. This study aimed at proposing systematically a strategic framework for smart cities development by gradually transforming urban communities into smart-energy systems. This framework is based on multidisciplinary practices regarding the staged planning of smart communities and develops smart transformation concepts to enhance capacities toward the preservation, revitalization, livability, and sustainability of a community. In this study, we focused on the concept of smart and zero-carbon communities by using technology and infrastructure. We also considered the premise of the “community” and the related social, technological, and economic aspects. The decision constructs are explained from the perspective of a bottom-up approach ranging from preliminary inspections to economic investment planning. The study proposed a set of decision constructs aimed at allowing planners, engineers, and investors to have different alternatives at their disposal and select a feasible set of practical solutions for smart transformations accordingly.","2022","2025-07-05 00:16:04","2025-07-05 01:34:13","","","","","","","Frontiers in Energy Research","","","","","","","","","","","","","","","","","","","IRRELEVANTE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
