Study_ID,Título,Etapa,Critério aplicado,Decisão,Justificativa,Timestamp
VHBDVWGT,Multi-Scalar Oblique Photogrammetry-Supported 3D webGIS Approach to Preventive Mining-Induced Deformation Analysis,,SEM APLICACAO,Excluído,,2025-07-06 19:42:44
5K3S7FAN,The Value of Art in Persuasive Marketing Communication and Its Sustainable Effect on the Country of Origin,,IRRELEVANTE,Excluído,,2025-07-05 19:21:04
QKNYUC7D,The Meaning of Pura Agung Surya Bhuvana (PASB) in the Religious Lives in Jayapura in the Global Era,,SEM APLICACAO,Excluído,,2025-07-05 19:23:00
ZKBAKMKY,Applying the Double Diamond Model to Enhance Service Design in Urban Family Kitchens,,SEM APLICACAO,Excluído,,2025-07-06 20:07:24
BHRXWAJP,Sustainability of Operations Through Disruptive Technologies in the Petroleum Supply Chain,,SEM APLICACAO,Excluído,,2025-07-05 19:28:41
ZZGV5CK8,Measurement of Work Progress Using a 3D Laser Scanner in a Structural Framework for Sustainable Construction Management,,SEM APLICACAO,Excluído,,2025-07-06 19:44:10
UQ9FD6FE,Smart Tourism Technologies Towards Memorable Experiences for Museum Visitors,,NO_PDF,Incluído,,2025-07-07 22:30:29
GWHMEVNN,IoDEP: Towards an IoT-Data Analysis and Event Processing Architecture for Business Process Incident Management,,SEM APLICACAO,Excluído,,2025-07-06 19:46:18
7GUTBKTQ,Feature Map Analysis-Based Dynamic CNN Pruning and the Acceleration on FPGAs,,SEM APLICACAO,Excluído,,2025-07-06 19:54:34
KHBL8LWE,The Application and Exploration of Data Visualization Technology in Artistic Expression and Exhibition,,COM_PDF,Incluído,,2025-07-17 18:30:59
YQNN6E49,"Human-Centric Collaboration and Industry 5.0 Framework in Smart Cities and Communities: Fostering Sustainable Development Goals 3, 4, 9, and 11 in Society 5.0",,SEM APLICACAO,Excluído,,2025-07-06 19:51:16
DHWPH84I,Smart Tourism Destinations: An Overview of Current Research Trends and a Future Research Agenda,,SEM APLICACAO,Excluído,,2025-07-05 19:31:54
BPGSQVFE,Digital-Media-Based Interaction and Dissemination of Traditional Culture Integrating Using Social Media Data Analytics,,SEM APLICACAO,Excluído,,2025-07-06 19:58:29
A2EBLUCF,Modelling of Virtual Campus Tour in Minecraft,,SEM APLICACAO,Excluído,,2025-07-06 19:42:46
IV6IXUN4,Is It a Smart City a Creative Place?,,SEM APLICACAO,Excluído,,2025-07-06 19:45:53
YRXH6WER,Potential and Opportunities of Use of Postindustrial Buildings and Territories for Urban Development: Case Studies of the Historical Area in Lviv (Ukraine),,SEM APLICACAO,Excluído,,2025-07-05 19:38:40
AK354AL5,"Identification of Historic Building “Genes” Based on Deep Learning: A Case Study on Chinese Baroque Architecture in Harbin, China",,IRRELEVANTE,Excluído,,2025-07-06 19:50:49
VPF5FZI2,Emerging Perspectives on the Application of Recommender Systems in Smart Cities,,IRRELEVANTE,Excluído,,2025-07-06 19:57:37
BJTVGH7C,An Empirical Study on Using Virtual Reality for Enhancing the Youth's Intercultural Sensitivity in Hong Kong,,COM_PDF,Incluído,,2025-07-17 18:26:58
DLNTKZWZ,What Is Significant in Modern Augmented Reality: A Systematic Analysis of Existing Reviews,,COM_PDF,Incluído,,2025-07-17 18:32:04
BVRCXN62,Toward Establishing a Tourism Data Space: Innovative Geo-Dashboard Development for Tourism Research and Management,,COM_PDF,Incluído,,2025-07-17 18:31:47
NN2YBCXF,A Semantic Mixed Reality Framework for Shared Cultural Experiences Ecosystems,,COM_PDF,Incluído,,2025-07-17 18:26:44
ACIDX2NZ,Integrating Local Wisdom With Project-Based Learning to Enhance 21st-Century Skills in the Society 5.0 Era,,IRRELEVANTE,Excluído,,2025-07-06 19:48:02
VXR4QNVM,Sustainable Tourism in the Post-War Reconstruction of Territorial Communities in Ukraine,,SEM APLICACAO,Excluído,,2025-07-05 19:28:23
AZRJEFPL,Protecting Digital Assets Using an Ontology Based Cyber Situational Awareness System,,SEM APLICACAO,Excluído,,2025-07-05 19:36:56
5T4M2Z32,Enhancing Urban Sustainability and Resilience: Employing Digital Twin Technologies for Integrated WEFE Nexus Management to Achieve SDGs,,IRRELEVANTE,Excluído,,2025-07-06 19:56:47
A7D9TEF5,Influence Mechanisms of Museums’ Technological Embodiment and Tourist Satisfaction,,COM_PDF,Incluído,,2025-07-17 18:29:49
F9N2HZL5,Internet Smart Technology Drives High Quality Development of Agricultural Economy,,SEM APLICACAO,Excluído,,2025-07-06 19:46:37
2ZPUKH9P,A Critical Review of Smart Hospitality and Tourism Research,,SEM APLICACAO,Excluído,,2025-07-05 01:22:51
8RCRMFFS,Business Model Innovation and Industry 5.0: A Possible Integration in GLAM Institutions,,IRRELEVANTE,Excluído,,2025-07-06 20:05:00
W8487KIG,Teaching Practice of Dragon and Lion Dance in Colleges and Universities With the Support of Big Data Technology,,IRRELEVANTE,Excluído,,2025-07-05 19:27:56
PYQKLD2L,"Digital Transformation Strategies, Practices, and Trends: A Large-Scale Retrospective Study Based on Machine Learning",,IRRELEVANTE,Excluído,,2025-07-06 19:59:08
ZKN5ENL2,CMOS-Compatible Bias-Tunable Dual-Band Detector Based on GeSn/Ge/Si Coupled Photodiodes,,IRRELEVANTE,Excluído,,2025-07-06 20:04:17
E8ILPUE7,"What Makes Tourists Use Public Transport? Value-Belief-Norm Theory, Environmental, Social, and Governance Factors, and the Sustainable Development Goals",,NO_PDF,Incluído,,2025-07-07 22:35:08
3LACNFHS,Smart City Development in the New Capital City: Indonesian Government Plans,,SEM APLICACAO,Excluído,,2025-07-05 19:32:52
VUQD7GFC,The Application of ICT and Smart Technologies in Polish Museums—Towards Smart Tourism,,COM_PDF,Incluído,,2025-07-17 18:31:06
T5TICSZV,Flying Robot Technology (Drone) Trends: A Review in the Building and Construction Industry,,SEM APLICACAO,Excluído,,2025-07-06 19:54:30
VENGBU37,"From a Traditional City to a Smart City: The Measurement of Cities’ Readiness for Transition, Egypt as a Case Study",,SEM APLICACAO,Excluído,,2025-07-06 19:54:05
9IJ3IELE,Blockchain Revolution in the Tourism Industry: A Semi-Systematic Literature Review,,IRRELEVANTE,Excluído,,2025-07-06 20:05:47
3HITJXSQ,A New Alternative in the Field of Tour Guiding Emerging After COVID-19: Online Guided Virtual Tour,,COM_PDF,Incluído,,2025-07-17 18:26:38
29J9M5T2,Augmenting Context With Power Information for Green Context-Awareness in Smart Environments,,IRRELEVANTE,Excluído,,2025-07-06 20:06:38
K6QQNKAQ,BIM-Based Educational and Facility Management of Large University Venues,,IRRELEVANTE,Excluído,,2025-07-06 20:05:53
FILXRERB,"Can We Talk About Smart Tourist Villages in Mărginimea Sibiului, Romania?",,IRRELEVANTE,Excluído,,2025-07-06 20:04:29
K6IAZPKT,Research on Intelligent Landscape Design Based on Distributed Integrated Model,,SEM APLICACAO,Excluído,,2025-07-05 19:35:38
NUT9GANZ,A Survey of Museum Applied Research Based on Mobile Augmented Reality,,COM_PDF,Incluído,,2025-07-17 18:26:48
BWU5QXUQ,The Role of UAS–GIS in Digital Era Governance. A Systematic Literature Review,,SEM APLICACAO,Excluído,,2025-07-05 19:21:46
BDJ9WL4R,Towards Digital Twins of 3D Reconstructed Apparel Models With an End-to-End Mobile Visualization,,COM_PDF,Incluído,,2025-07-17 18:31:49
6C9BHPNN,Smart Heritage Practice and Its Characteristics Based on Architectural Heritage Conservation—A Case Study of the Management Platform of the Shanghai Federation of Literary and Art Circles China,,COM_PDF,Incluído,,2025-07-17 18:30:45
X7U2G94Q,"Strategies for a Resilient, Sustainable, and Equitable Mississippi River Basin",,IRRELEVANTE,Excluído,,2025-07-05 19:29:37
ZGS2J9RW,Prediction and Optimization Algorithm for Intersection Point of Spatial Multi-Lines Based on Photogrammetry,,SEM APLICACAO,Excluído,,2025-07-05 19:38:02
VZIBEXLR,Enhancing Sustainable Development Through Tourism Digitalisation: A Systematic Literature Review,,IRRELEVANTE,Excluído,,2025-07-06 19:56:55
WYPMRVKY,Urban Commons in the Techno-Economic Paradigm Shift: An Information and Communication Technology-Enabled Climate-Resilient Solutions Review,,SEM APLICACAO,Excluído,,2025-07-05 19:15:59
DC762VUM,Intelligent Interactive Learning Platform for Seamless Learning Ecosystem to Enhance Digital Citizenship’s Lifelong Learning,,IRRELEVANTE,Excluído,,2025-07-06 19:47:22
SFNCBW54,Defining Configurable Virtual Reality Templates for End Users,,IRRELEVANTE,Excluído,,2025-07-06 20:01:17
FS4G6LT9,An Optimum Deployment Algorithm of Camera Networks for Open-Pit Mine Slope Monitoring,,SEM APLICACAO,Excluído,,2025-07-05 18:58:34
2IBAVQVA,Smart and Age-Friendly Cities in Romania: An Overview of Public Policy and Practice,,SEM APLICACAO,Excluído,,2025-07-05 19:33:06
8WH8JCGL,Artificial Intelligence in the Tourism Industry: An Overview of Reviews,,SEM APLICACAO,Excluído,,2025-07-06 20:07:11
SHWX4J2T,Building Information Modeling and Building Performance Simulation-Based Decision Support Systems for Improved Built Heritage Operation,,IRRELEVANTE,Excluído,,2025-07-06 20:05:36
MXSI3JLW,Real-Time Littering Activity Monitoring Based on Image Classification Method,,SEM APLICACAO,Excluído,,2025-07-05 19:36:37
D7U4A7JW,3D Indoor Modeling and Game Theory Based Navigation for Pre and Post COVID-19 Situation,,IRRELEVANTE,Excluído,,2025-07-05 01:17:17
KI56IFEP,Overcoming the Barriers of Using Linked Open Data in Smart City Applications,,IRRELEVANTE,Excluído,,2025-07-05 19:39:42
7844YURX,A Bibliometric and Content Analysis of Sustainability and Smart Tourism,,SEM TECH SMART,Excluído,,2025-07-05 01:19:49
CNHD6J3W,Transforming to a Sustainable Visitor Economy With Information Systems,,SEM APLICACAO,Excluído,,2025-07-05 19:18:00
HDT7PYJF,Perspectives on Smart Villages From a Bibliometric Approach,,IRRELEVANTE,Excluído,,2025-07-05 19:39:14
TR9NKWYW,Entrepreneurial Leadership and Enterprise Performance: A Way Out of Sustainability,,IRRELEVANTE,Excluído,,2025-07-06 19:56:41
3T6U382S,Heritage Protection and Tourism Income: The Tourism Heritage Kuznets Curve,,IRRELEVANTE,Excluído,,2025-07-06 19:52:14
R8VL477G,Development Goals Towards Sustainability,,IRRELEVANTE,Excluído,,2025-07-06 19:59:55
9TZ8T2Z2,Orchestrating Distributed Computing and Web Technology With Semantic Web and Big Data,,IRRELEVANTE,Excluído,,2025-07-05 19:39:47
C74VXDJX,Extracting Insights From Big Social Data for Smarter Tourism Destination Management,,SEM APLICACAO,Excluído,,2025-07-06 19:55:04
VAL6Z6BV,Delays in Colorectal Cancer Screening for Latino Patients: The Role of Immigrant Healthcare in Stemming the Rising Global Incidence of Colorectal Cancer,,IRRELEVANTE,Excluído,,2025-07-06 20:01:13
TXDSLV2N,Re‐thinking Urban Infrastructures as Spaces of Learning,,SEM APLICACAO,Excluído,,2025-07-05 19:36:39
J5T5LD4R,"A Systematic Literature Review. Relationships Between the Sharing Economy, Sustainability and Sustainable Development Goals",,SEM APLICACAO,Excluído,,2025-07-05 01:32:32
BJ4BDS52,Driving Hospitality and Tourism to Foster Sustainable Innovation: A Systematic Review of COVID-19-related Studies and Practical Implications in the Digital Era,,IRRELEVANTE,Excluído,,2025-07-06 19:58:10
MHKDQCGU,Exploring the Aesthetic Principles of Traditional Lingnan Architecture in Guangzhou Influencing Economic Development and Socio-Economic Perspective—A Notch From Public Well-Being and Modernity,,IRRELEVANTE,Excluído,,2025-07-06 19:55:50
73ESL7HL,Deciphering Building Information Modeling Evolution: A Comprehensive Scientometric Analysis Across Lifecycle Stages,,SEM APLICACAO,Excluído,,2025-07-06 20:01:20
SX6TPSNT,A Discussion on the Conceptual Design of Multifunctional Exoskeletons for Sustainable Regeneration of Buildings in Urban Areas,,IRRELEVANTE,Excluído,,2025-07-05 01:24:59
GA88UFIU,BlocklyXR: An Interactive Extended Reality Toolkit for Digital Storytelling,,IRRELEVANTE,Excluído,,2025-07-06 20:05:44
WB92KTDH,Strategic Marketing of Nigerian Textiles: Employing Data Analytics to Understand Global Consumer Preferences for Traditional Fabric Art: A Review,,IRRELEVANTE,Excluído,,2025-07-05 19:29:41
U7V7YF88,Organizational Digital Transformation: From Evolution to Future Trends,,IRRELEVANTE,Excluído,,2025-07-05 19:39:45
AV43FRY8,Smart Rural Communities: Action Research in Colombia and Mozambique,,IRRELEVANTE,Excluído,,2025-07-05 19:32:06
WAIG5GEW,The Diagnostics of the Condition and Management of Large-Panel Buildings Using Point Clouds and Building Information Modelling (BIM),,SEM APLICACAO,Excluído,,2025-07-05 19:25:45
HDP9U8XQ,Smart City Results and Sustainability: Current Progress and Emergent Opportunities for Future Research,,SEM APLICACAO,Excluído,,2025-07-05 19:32:35
LTYDG4FV,Integrating the Natural Environment Into Tourism Firms’ Business Model for Sustainability,,IRRELEVANTE,Excluído,,2025-07-06 19:47:57
FZHQVJN7,Sustainable Management Of heritage Buildings in Long-Term Perspective (SyMBoL): Current knowledge and Further Research Needs,,SEM APLICACAO,Excluído,,2025-07-05 19:28:30
QTD9BFH9,Urban Land and Development Management in a Challenged Developing World: An Overview of New Reflections,,SEM APLICACAO,Excluído,,2025-07-05 19:15:12
LL5IEQWZ,The Potential Significance of Geographic Information Systems (GISs) and Remote Sensing (RS) in Sustainable Tourism and Decent Community Involvement in African-Rural Neighborhoods,,SEM APLICACAO,Excluído,,2025-07-05 19:22:24
IXN4E4U2,Using Interactive Learning Techniques in the Study of Chinese Folk Songs / Técnicas De Aprendizaje Interactivo Para El Estudio De Canciones Populares Chinas,,NO_PDF,Incluído,,2025-07-07 22:33:08
CTBQAP2I,Green Campus Transformation in Smart City Development: A Study on Low-Carbon and Energy-Saving Design for the Renovation of School Buildings,,IRRELEVANTE,Excluído,,2025-07-06 19:52:49
V5BNPB4V,"Energy and Water Related Parameters in Tomato and Cucumber Greenhouse Crops in Semiarid Mediterranean Regions. A Review, Part II: Irrigation and Fertigation",,IRRELEVANTE,Excluído,,2025-07-06 19:57:09
69TI3JVS,Testing the Effects of the Digital Linguistic Landscape on Engineering Education for Smart Construction,,SEM APLICACAO,Excluído,,2025-07-05 19:27:31
IYL6C6NI,Transformation of Management Culture in the Context of Supply Chain Digitalization,,NO_PDF,Incluído,,2025-07-07 22:32:34
X53AA3JI,GEUINF: Real-Time Visualization of Indoor Facilities Using Mixed Reality,,IRRELEVANTE,Excluído,,2025-07-06 19:52:58
FXRCRQJ3,Generation Alpha Media Consumption During Covid-19 and Teachers’ Standpoint,,IRRELEVANTE,Excluído,,2025-07-06 19:53:00
QIDT4VEN,"Analysis of the Distribution of Urine Color and Its Relationship With Urine Dry Chemical Parameters Among College Students in Beijing, China – A Cross-Sectional Study",,SEM APLICACAO,Excluído,,2025-07-05 18:59:50
YBQQ3NM6,Integrating Agriculture and Industry 4.0 Under “Agri-Food 4.0” to Analyze Suitable Technologies to Overcome Agronomical Barriers,,IRRELEVANTE,Excluído,,2025-07-06 19:48:24
7W4639RD,A Survey of Applications With Combined BIM and 3D Laser Scanning in the Life Cycle of Buildings,,SEM APLICACAO,Excluído,,2025-07-05 01:31:08
FM89C45A,Bibliometric Analysis of the Research Landscape in Human-Computer Interaction in Ibero-America,,IRRELEVANTE,Excluído,,2025-07-06 20:06:08
SKE6FYI2,"Dry Stacking of Filtered Tailings for Large-Scale Production Rates Over 100,000 Metric Tons Per Day: Envisioning the Sustainable Future of Mine Tailings Storage Facilities",,IRRELEVANTE,Excluído,,2025-07-06 19:58:07
ZC9UEL7D,Toward a Systematic Evaluation Approach of Point of Interest Recommendation Algorithms of a Novel Smart Tourism Tool,,NO_PDF,Incluído,,2025-07-07 22:32:16
8P9MD3PP,Urban Cycling Tourism. How Can Bikes and Public Transport Ride Together for Sustainability?,,SEM TECH SMART,Excluído,,2025-07-05 19:15:48
2K5HEGZF,Digital Textile Printing and Batik Preservation: A Bibliometric Analysis via VOSviewer,,IRRELEVANTE,Excluído,,2025-07-06 19:59:15
AC77QXVY,"The Role of Buildings in Rural Areas: Trends, Challenges, and Innovations for Sustainable Development",,SEM APLICACAO,Excluído,,2025-07-05 19:21:58
Q67FCITN,"Delineating Landscape Features Perception in Tourism-Based Traditional Villages: A Case Study of Xijiang Thousand Households Miao Village, Guizhou",,IRRELEVANTE,Excluído,,2025-07-06 20:01:11
5GLEY4NW,Structural Health Monitoring in Historical Buildings: A Network Approach,,SEM APLICACAO,Excluído,,2025-07-05 19:29:27
4WHA26WV,A Survey of Cloud-Enabled GIS Solutions Toward Edge Computing: Challenges and Perspectives,,SEM APLICACAO,Excluído,,2025-07-05 01:31:16
NR3L7EHR,Laser Wavelength Selection in Raman Spectroscopy,,IRRELEVANTE,Excluído,,2025-07-06 19:45:20
KGSSL97E,Editorial: Tourism 2030 and the Contribution to the Sustainable Development Goals: The Tourism Review Viewpoint,,IRRELEVANTE,Excluído,,2025-07-06 19:57:53
2DW5N2L4,Co-Owned Resources: IP and Data in Smart Cities,,IRRELEVANTE,Excluído,,2025-07-06 20:04:10
MEGT7S9R,#10yearschallenge: How Co-Creation Permeated Tourism Research. A Bibliometric Analysis,,SEM TECH SMART,Excluído,,2025-07-05 01:16:40
YJC36P4X,Value Co-Creation and Technological Progression: A Critical Review,,SEM APLICACAO,Excluído,,2025-07-05 19:13:31
A52SK9YK,From Smart City to Smart Society: A quality-of-Life Ontological Model for Problem Detection From User-Generated Content,,IRRELEVANTE,Excluído,,2025-07-06 19:53:29
P23YWI6W,Smart City Ontologies and Their Applications: A Systematic Literature Review,,SEM APLICACAO,Excluído,,2025-07-05 19:32:39
YVDWIXYP,"Musina Municipality Tourism Management and Strategies: A Sustainable-Eco-Tourism Inclusive Business Insights for the Town, Abbuting Peri-Urban and Countryside Existences",,SEM TECH SMART,Excluído,,2025-07-06 19:42:32
CTRVX9IX,Phygital Luxury Experiences. A Correspondence Analysis on Retail Technologies,,SEM APLICACAO,Excluído,,2025-07-05 19:39:04
EZMY6YU7,Towards a More-Than-Human Approach to Smart and Sustainable Urban Development: Designing for Multispecies Justice,,SEM APLICACAO,Excluído,,2025-07-05 19:19:27
MKL499YR,Revealing the Scenario of Facilities Management and Maintenance in Malaysia: A Systematic Review,,SEM APLICACAO,Excluído,,2025-07-05 19:34:35
2JYUS7U8,Hybrid Mode Sensor Fusion for Accurate Robot Positioning,,IRRELEVANTE,Excluído,,2025-07-06 19:51:07
UXRZZNZ3,"Digital Twin in the IoT Context: A Survey on Technical Features, Scenarios, and Architectural Models",,IRRELEVANTE,Excluído,,2025-07-06 19:58:45
RCZSETMG,Big Data and Sustainable Consumption: A Review and Research Agenda,,IRRELEVANTE,Excluído,,2025-07-06 20:05:59
KNPKDAJF,Exploiting Technology to Deal With the COVID-19 Challenges in Travel &Amp; Tourism: A Bibliometric Analysis,,IRRELEVANTE,Excluído,,2025-07-06 19:56:06
U5VHR439,Impact of AI-Based Tools and Urban Big Data Analytics on the Design and Planning of Cities,,SEM APLICACAO,Excluído,,2025-07-06 19:50:33
ES5HFPSL,The Application of Robotics and Artificial Intelligence in Embroidery: Challenges and Benefits,,SEM APLICACAO,Excluído,,2025-07-05 19:26:50
ZJ92ZWQT,Defining the Balearic Islands’ Tourism Data Space: An Approach to Functional and Data Requirements,,IRRELEVANTE,Excluído,,2025-07-06 20:01:15
Y7JX7IAV,The Digital Rise and Its Economic Implications for China Through the Digital Silk Road Under the Belt and Road Initiative,,SEM APLICACAO,Excluído,,2025-07-05 19:25:38
QWH6S5BE,Planetary Health for Health Systems: A Scoping Review and Content Analysis of Frameworks,,SEM APLICACAO,Excluído,,2025-07-05 19:38:51
B5GZGC8Y,E-Tourism for Sustainable Development Through Alternative Tourism Activities,,IRRELEVANTE,Excluído,,2025-07-06 19:58:03
LVZK6K6S,"Research Progress on Features and Characteristics of Rural Settlements: Literature Distribution, Key Issues, and Development Trends",,IRRELEVANTE,Excluído,,2025-07-05 19:35:12
WKE922WD,The Digital Evolution in Hospitality: A Global Review and Its Potential Transformative Impact on U.S. Tourism,,SEM APLICACAO,Excluído,,2025-07-05 19:25:41
PBQ4ZV9K,The Agri-Food and Mountain Products Market: Insights Beyond the COVID-19 Pandemic,,SEM APLICACAO,Excluído,,2025-07-05 19:27:17
WEIB7HNK,Smarter Sustainable Tourism: Data-Driven Multi-Perspective Parameter Discovery for Autonomous Design and Operations,,SEM APLICACAO,Excluído,,2025-07-05 19:31:05
RJR2EP6T,A Survey of Multi-Agent Cross Domain Cooperative Perception,,SEM APLICACAO,Excluído,,2025-07-05 01:31:38
Z3G9AIXU,"Exploring the Impact of Metaverse Tourism Experiences on Actual Visit Intentions: An Integrated Model of Presence, the Technology Acceptance Model, and the Theory of Planned Behavior",,IRRELEVANTE,Excluído,,2025-07-06 19:55:27
LUYISVC8,City in the Loop: Assessing the Relationship Between Circular Economy and Smart Sustainable Cities,,IRRELEVANTE,Excluído,,2025-07-06 20:04:18
HVEQ74HI,"A Review of Sustainable Pillars and Their Fulfillment in Agriculture, Aquaculture, and Aquaponic Production",,IRRELEVANTE,Excluído,,2025-07-05 01:28:44
9YRHKSQ3,Exploring the Impact of Smart Technologies on the Tourism Industry,,IRRELEVANTE,Excluído,,2025-07-06 19:55:22
55QUGTPE,Systematic Review of Mobile Travel Apps and Their Smart Features and Challenges,,IRRELEVANTE,Excluído,,2025-07-05 19:28:04
V88SNC89,Bibliometric and Visualized Analysis of User Experience Design Research: From 1999 to 2019,,IRRELEVANTE,Excluído,,2025-07-06 20:06:05
EDPAIW7R,"Integration of Analytic Hierarchy Process (AHP) and Remote Sensing to Assess Threats to Preservation of the Oases: Case of Al Ain, UAE",,IRRELEVANTE,Excluído,,2025-07-06 19:47:37
V34M2VGE,6G to Take the Digital Divide by Storm: Key Technologies and Trends to Bridge the Gap,,IRRELEVANTE,Excluído,,2025-07-05 01:17:58
45BL699M,Application of Building Information Modelling (BIM) in the Health Monitoring and Maintenance Process: A Systematic Review,,SEM APLICACAO,Excluído,,2025-07-05 19:00:53
I9YB48H2,China: A New Trajectory Prioritizing Rural Rather Than Urban Development?,,IRRELEVANTE,Excluído,,2025-07-06 20:04:24
FMZ9PYVE,The Service Quality and Satisfaction of Smart Policing in the UAE,,SEM APLICACAO,Excluído,,2025-07-05 19:21:43
RW3PMTIF,Artificial Intelligence in Educational Games and Consent Under General Data Protection Regulation,,SEM APLICACAO,Excluído,,2025-07-06 20:07:13
86AFV3P9,Fostering Directions for Digital Technology Adoption in Sustainable and Circular Fashion: Toward the Circular Fashion-Tech Lab,,SEM APLICACAO,Excluído,,2025-07-06 19:54:22
T69E2TTB,Technographic Segmentation of Smartphone Usage at the Rainforest World Music Festival,,IRRELEVANTE,Excluído,,2025-07-05 19:27:51
TPAMESYM,A Comprehensive Study of Emotional Responses in AI-Enhanced Interactive Installation Art,,SEM APLICACAO,Excluído,,2025-07-05 01:22:04
Z6XF4XHH,AR-Based Food Traceability as a Means for Sustainable Development,,SEM APLICACAO,Excluído,,2025-07-06 20:07:18
NBHAPLP2,Push-Pull-Mooring Framework for E-Commerce Adoption in Small and Medium Enterprises,,SEM APLICACAO,Excluído,,2025-07-05 19:36:50
3J9WKSYA,Towards a Circular Building Industry Through Digitalisation,,SEM APLICACAO,Excluído,,2025-07-05 19:19:36
LDIKPSTR,How to Exploit Big Social Data in the Covid-19 Pandemic: The Case of the Italian Tourism Industry,,IRRELEVANTE,Excluído,,2025-07-06 19:51:49
JNICSEWE,Examining the Complexities of Estate Management Practices in Central Mosques: A Case Study of Kumasi Central Mosque in Ghana,,SEM APLICACAO,Excluído,,2025-07-06 19:56:18
NC8WTGV4,Leveraging Knowledge Discovery and Knowledge Visualization to Define the “Inner Areas”: An Application to an Italian Province,,SEM APLICACAO,Excluído,,2025-07-06 19:45:05
HYSA7UGF,Is There a Difference in the Perception of City in Pre-Pandemic and Peri-Pandemic on Social Media? Case Study From Taiwan,,IRRELEVANTE,Excluído,,2025-07-06 19:45:46
JKIJBLGG,Agri‐food Sector and Entrepreneurship During the COVID‐19 Crisis: A Systematic Literature Review and Research Agenda,,IRRELEVANTE,Excluído,,2025-07-05 01:35:15
XNHUVSMQ,A Survey of Marker-Less Tracking and Registration Techniques for Health &Amp; Environmental Applications to Augmented Reality and Ubiquitous Geospatial Information Systems,,SEM APLICACAO,Excluído,,2025-07-05 01:31:23
EMEFZUSG,"Trends, Problems, and Solutions From Point Cloud via Non-Uniform Rational Basis Spline to Building Information Modelling: Bibliometric and Systematic Study",,SEM APLICACAO,Excluído,,2025-07-05 19:17:54
8FHSXNLA,Applications of Data Fusion in Optical Coordinate Metrology: A Review,,SEM APLICACAO,Excluído,,2025-07-06 20:07:30
S8YPJDSL,Residents’ Quality of Life in Smart Tourism Destinations: A Theoretical Approach,,SEM APLICACAO,Excluído,,2025-07-05 19:34:52
FHZ7CEZX,The Intention-Behaviour Gap in Sustainable Hospitality: A Critical Literature Review,,SEM APLICACAO,Excluído,,2025-07-05 19:23:18
8SXHVGS2,Recommender Systems for Smart Cities,,SEM APLICACAO,Excluído,,2025-07-05 19:36:27
VY8SRSIT,The Effectiveness of a Digital Twin Learning System in Assisting Engineering Education Courses: A Case of Landscape Architecture,,SEM APLICACAO,Excluído,,2025-07-05 19:25:33
82RWK4YQ,A Critical Review of Unmanned Aerial Vehicles (UAVs) Use in Architecture and Urbanism: Scientometric and Bibliometric Analysis,,SEM APLICACAO,Excluído,,2025-07-05 01:23:01
HXLQAUR3,Value Co-Creation in Smart Tourism Destinations,,COM_PDF,Incluído,,2025-07-17 18:31:55
U8VEGUMG,Virtual Human: A Comprehensive Survey on Academic and Applications,,SEM APLICACAO,Excluído,,2025-07-05 19:11:35
ITI9PYQF,BIM Compatibility and Its Differentiation With Interoperability Challenges as an Innovation Factor,,IRRELEVANTE,Excluído,,2025-07-06 20:05:56
9UNB3LKW,The Fourth Industrial Revolution: Overcoming Digital Divides in Zimbabwean Rural Learning Ecologies,,SEM APLICACAO,Excluído,,2025-07-05 19:25:10
9SC49LUV,Knowledge Development in Non-Fungible Tokens (NFT): A Scoping Review,,IRRELEVANTE,Excluído,,2025-07-06 19:45:38
U4HT523A,Digital Humanism and Artificial Intelligence: The Role of Emotions Beyond the Human–machine Interaction in Society 5.0,,IRRELEVANTE,Excluído,,2025-07-06 19:59:45
K4TMBJE4,Digital Twin and Its Implementations in the Civil Engineering Sector,,IRRELEVANTE,Excluído,,2025-07-06 19:58:58
P9UFACXI,Accessible Wayfinding and Navigation: A Systematic Mapping Study,,IRRELEVANTE,Excluído,,2025-07-05 01:34:15
7D2FEMAN,"Introducing the “15-Minute City”: Sustainability, Resilience and Place Identity in Future Post-Pandemic Cities",,SEM APLICACAO,Excluído,,2025-07-06 19:46:23
6XN8BDJ7,A Partially Non-Compensatory Method to Measure the Smart and Sustainable Level of Italian Municipalities,,SEM APLICACAO,Excluído,,2025-07-05 01:28:22
B84QC22D,Academic and Intercultural Competences of International Students in Higher Education,,IRRELEVANTE,Excluído,,2025-07-05 01:34:04
QEJRBIM3,Update Approaches and Methods for Digital Building Models – Literature Review,,SEM APLICACAO,Excluído,,2025-07-05 19:16:19
FGSNMGUX,A Systematic Review of the Extent to Which BIM Is Integrated Into Operation and Maintenance,,SEM APLICACAO,Excluído,,2025-07-05 01:33:10
P2J7PFBX,Analyzing Indirect Economic Impacts of Wildfire Damages on Regional Economies,,SEM APLICACAO,Excluído,,2025-07-05 18:59:55
DJ8ZD78M,The Role of Citizen Science Mobile Apps in Facilitating a Contemporary Digital Agora,,SEM APLICACAO,Excluído,,2025-07-05 19:21:55
TZHYULIG,The Level of Digital Competencies for the Provision of Smart Information Service at Academic Libraries in Jordan,,IRRELEVANTE,Excluído,,2025-07-05 19:23:05
RQ3BGZGV,Farmers’ Transition to Climate-Smart Agriculture: A Systematic Review of the Decision-Making Factors Affecting Adoption,,SEM APLICACAO,Excluído,,2025-07-06 19:54:36
